cID,compID,Year,Brand,Model,Lap Time I,RC I,Tire II,Lap Time II,RC II,Tire III,Lap Time III,RC III,Country,MSRP (2022 USD),WHP,WTQ,Weight,P/W (hp/t),Layout,Trans,Rating,DR,_HD,Author,Source,Comments / Other Times,,,,,,,,,,
1234,0,2019,Porsche,911 4.0 by Singer,,,,,,,,,Germany,,339,372,1244,272.5080386,RR,MT,,2,L,"Ben O'Bro, Arch",RD,,,,,,,,,,,
1235,0,2019,Porsche,911 AWD by Singer,,,,,,,,,Germany,,339,372,1274,266.0910518,R4,MT,,2,L,"Ben O'Bro, Arch",RD,,,,,,,,,,,
1236,0,2021,Porsche,911 DLS by Singer,,,,,,,,,Germany,,460,425,960,479.1666667,RR,MT,,2,L,MNBA,Patreon,,,,,,,,,,,
1237,0,2009,Radical,SR4 1.2,1:00.29,0,,,,,,,Britain,,169,231,530,318.8679245,MR,MT,,0,R,Radical,irl,,,,,,,,,,,
1238,0,2010,Radical,RXC Turbo 500,,,,,,,,,Britain,,462,575,570,810.5263158,MR,SEQ,,2,L,101Creative,link,,,,,,,,,,,
1239,0,1996,Renault,Sport Spider,1:11.480,0,,,,,,,France,"$77,374.79 ",129,159,930,138.7096774,MR,MT,,2,L,Renault,irl,,,,,,,,,,,
1240,0,2009,Renault,Twingo GT,,,,,,,,,France,,119,206,980,121.4285714,RR,MT,,3,L,Wack,link,,,,,,,,,,,
1241,0,2009,Renault,Twingo RS,1:14.588,0,,,,,,,France,"$37,842.59 ",116,140,1124,103.202847,FF,MT,,3,R,Renault,irl,,,,,,,,,,,
1242,0,1994,Renault,Clio Phase 1 Williams,,,,,,,,,France,,128,160,990,129.2929293,FF,MT,,3,L,JakubP + FaB,link,,,,,,,,,,,
1243,0,2001,Renault,Clio V6 (MK1),,,,,,,,,France,,194,261,1335,145.3183521,MR,MT,,3,L,101Creative,Patreon,,,,,,,,,,,
1244,129,2003,Renault,Clio V6 (MK2),1:09.30,0,,,,,,,France,,216,255,1400,154.2857143,MR,MT,,3,L,Renault,irl,,,,,,,,,,,
1245,129,2003,Renault,Clio V6 (MK2),1:10.692,0,SM,1:09.555,0,,,,France,,213,262,1335,159.5505618,MR,MT,4,3,L,AC Cars Reworked (Jandrovi),link,,,,,,,,,,,
1246,0,2007,Renault,Clio III RS,,,,,,,,,France,,187,195,1240,150.8064516,FF,MT,,3,R,Jack Thorpe,fb,,,,,,,,,,,
1247,130,2009,Renault,Clio III RS Cup,1:11.681,0,,,,,,,France,"$33,533.89 ",183,202,1256,145.7006369,FF,MT,,3,L,Renault,irl,,,,,,,,,,,
1248,130,2009,Renault,Clio III RS 200 Cup,1:11.366,0,,,,,,,France,,172,179,1205,142.7385892,FF,MT,4,3,L,101Creative,link,,,,,,,,,,,
1249,0,2013,Renault,Clio IV RS 4,,,,,,,,,France,,169,203,1204,140.3654485,FF,MT,,5,L,Darek,link,,,,,,,,,,,
1250,131,2015,Renault,Clio RS 220 Trophy,1:09.311,0,,,,,,,France,"$35,698.09 ",202,286,1264,159.8101266,FF,MT,,5,L,Renault,irl,,,,,,,,,,,
1251,131,2016,Renault,Clio IV RS Trophy,1:11.110,0,,,,,,,France,"$35,698.09 ",189,227,1204,156.9767442,FF,AT,3,5,L,101Creative,Patreon,"tires feel poor considering the cars intent, but then again havent driven this car irl",,,,,,,,,,
1252,0,2016,Renault,Sandero RS,,,,,,,,,France (Brazil),,131,182,1161,112.833764,FF,MT,,5,L,Dino,irl,,,,,,,,,,,
1253,0,2002,Renault,Megane RS Sport,1:10.30,0,,,,,,,France,,190,255,1355,140.2214022,FF,MT,,3,L,Renault,irl,,,,,,,,,,,
1254,0,2009,Renault,Megane RS,1:07.50,0,,,,,,,France,,248,355,1387,178.8031723,FF,MT,,3,L,Renault,irl,,,,,,,,,,,
1255,132,2008,Renault,Megane R26.R,1:07.868,0,,,,,,,France,"$55,552.62 ",195,267,1242,157.0048309,FF,MT,,3,L,Renault,irl,,,,,,,,,,,
1256,132,2008,Renault,Megane R26.R,1:08.484,0,,,,,,,France,"$55,552.62 ",193,269,1304,148.006135,FF,MT,3.5,3,L,101Creative,PAtreon,tires again feel like they're underperforming and time was lucky,,,,,,,,,,
1257,0,2010,Renault,Megane RS 265 Trophy,1:07.502,0,,,,,,,France,"$57,837.58 ",233,320,1409,165.3655075,FF,MT,,3,L,Renault,irl,,,,,,,,,,,
1258,0,2011,Renault,Megane RS 275 Trophy-R,,,,,,,,,France,,238,316,1297,183.5003855,FF,MT,,3,L,101Creative,PAtreon,,,,,,,,,,,
1259,0,2012,Renault,Megane Sport RS Trophy,,,,,,,,,France,,227,313,1387,163.6625811,FF,MT,,3,L,101creative,Patreon,,,,,,,,,,,
1260,0,2014,Renault,Megane RS 275 Trophy R,1:06.21,0,,,,,,,France,,235,313,1280,183.59375,FF,MT,,3,L,Renault,irl,,,,,,,,,,,
1261,0,2018,Renault,Megane RS 280 EDC,,,,,,,,,France,,243,341,1404,173.0769231,FF,MT,,5,L,101Creative,PAtreon,,,,,,,,,,,
1262,0,2018,Renault,Megane RS Trophy,1:05.81,0,,,,,,,France,,260,348,1436,181.0584958,FF,MT,,5,L,Renault,irl,,,,,,,,,,,
1263,133,2019,Renault,Megane RS Trophy R,1:04.72,0,,,,,,,France,,260,348,1306,199.0811639,FF,MT,,5,L,Renault,irl,,,,,,,,,,,
1264,133,2018,Renault,Megane RS Trophy-R,1:04.764,0,,,,,,,France,,261,349,1304,200.1533742,FF,MT,5,5,L,101Creative,PAtreon,"tires feel like the performance tires they are, fwd lsd sensation is here, rewarding driving xp plus sound ",,,,,,,,,,
1265,0,2008,Renault Trucks,Premium,,,,,,,,,France,,438,2128,7500,58.4,FR,MT,,2,L,CTS,link,,,,,,,,,,,
1266,0,2020,Rimac,Nevera,,,,,,,,,Czech Republic,"$2,200,000.00 ",1321,1808,1725,765.7971014,M4,AT,,2,L,EX Mods,link,,,,,,,,,,,
1267,0,2019,Rolls-Royce,Phantom,,,,,,,,,UK,"$460,000.00 ",489,782,2700,181.1111111,FR,AT,,4,L,Element1999,,,,,,,,,,,,
1268,0,2019,Rolls-Royce,Cullinan,,,,,,,,,UK,"$355,000.00 ",489,782,2700,181.1111111,F4,AT,,5,L,Element1999,,,,,,,,,,,,
1269,0,1984,Rover,SD1 Vitesse,,,,,,,,,Britain,"$84,501.20 ",171,269,1438,118.9151599,FR,MT,,5,L,Tony Cooke,link,,,,,,,,,,,
1270,0,1993,Rover,220 Coupe Turbo,1:12.530,0,,,,,,,Britain,"$47,681.60 ",167,197,1210,138.0165289,FF,MT,,2,R,Rover,irl,,,,,,,,,,,
1271,134,1987,RUF,CTR Yellow Bird,1:06.12,0,,,,,,,Germany,,467,565,1150,406.0869565,RR,MT,,2,L,RUF,irl,,,,,,,,,,,
1272,134,1987,RUF,CTR Yellowbird,1:06.584,0,ST,1:05.998,0,SM,1:03.784,2,Germany,,477,571,1147,415.8674804,RR,MT,,2,L,Kunos,AC,if this thing had abs that would be a godsend,,,,,,,,,,
1273,0,1992,RUF,BR2 EKS,1:06.770,0,,,,,,,Germany,,309,404,1355,228.0442804,RR,MT,,2,L,RUF,irl,,,,,,,,,,,
1274,0,2001,RUF,Rturbo,,,,,,,,,Germany,,453,644,1495,303.0100334,R4,MT,,2,L,101creative,Patreon,,,,,,,,,,,
1503,0,2007,RUF,CTR3 ClubSport,,,,,,,,,Germany,,616,777,1400,440,MR,MT,,2,L,Tidy,link,,,,,,,,,,,
1504,0,2007,RUF,RK Spyder,,,,,,,,,Germany,,366,392,1385,264.2599278,MR,MT,,2,L,101Creative,Patreon,,,,,,,,,,,
1275,0,2011,RUF,RT12 R,,,,,,,,,Germany,,617,798,1495,412.7090301,RR,MT,,2,L,Kunos,AC (DP2),,,,,,,,,,,
1276,0,2011,RUF,RT12 R,,,,,,,,,Germany,,617,798,1495,412.7090301,R4,MT,,2,L,Kunos,AC (DP2),,,,,,,,,,,
1277,0,2011,RUF,RGT-8 (997),,,,,,,,,Germany,,477,428,1495,319.0635452,RR,AT,,2,L,101Creative,,,,,,,,,,,,
1278,0,2012,RUF,RGT-8 (991),,,,,,,,,Germany,,438,440,1395,313.9784946,RR,AT,,2,L,Assettodrive,link,,,,,,,,,,,
1279,0,1978,Saab,99 Turbo,,,,,,,,,Sweden,,141,183,1150,122.6086957,FF,MT,,3,L,WKMOD,link,,,,,,,,,,,
1280,0,1999,Saab,9-3 Aero Turbo (YS3D),,,,,,,,,Sweden,,226,403,1130,200,FF,MT,,3,L,Wack (u. Velo),link,power and tq too high,,,,,,,,,,
1281,0,2002,Saab,9-3 Aero (YS3D),,,,,,,,,Sweden,,176,249,1430,123.0769231,FF,MT,,3,L,101Creative,patreon,,,,,,,,,,,
1282,0,2008,Saab,9-3 Turbo X (YS3F),,,,,,,,,Sweden,,279,374,1485,187.8787879,F4,MT,,4,L,ACR,link,power too high,,,,,,,,,,
1283,0,2008,Saab,9-3 Turbo X (YS3F),,,,,,,,,Sweden,,215,324,1615,133.126935,F4,MT,,4,L,Blaze,Patreon,power little low,,,,,,,,,,
1284,0,2000,Saleen,S7,,,,,,,,,USA,,523,670,1250,418.4,MR,AT,,2,L,Assettodrive,link,,,,,,,,,,,
1285,0,2005,Saleen,S7 TT,,,,,,,,,USA,,732,944,1333,549.1372843,MR,AT,,2,L,Assettodrive,link,,,,,,,,,,,
1286,0,2006,Saleen,S281 (S197),,,,,,,,,USA,,502,585,1615,310.8359133,FR,MT,,2,L,PedroBLR,,,,,,,,,,,,
1287,0,2007,Saleen,S331 SuperCab,,,,,,,,,USA,,361,467,2494,144.7473937,FR,,,2,L,Wack,link,,,,,,,,,,,
1288,0,2017,SCG,003S,,,,,,,,,USA,,568,750,1350,420.7407407,MR,AT,,2,L,DanielDi,Patreon,,,,,,,,,,,
1289,0,2014,Scion,Xb,,,,,,,,,Japan (USDM),"$22,908.07 ",146,187,1373,106.3364894,FF,AT,,5,L,DanielDi,,,,,,,,,,,,
1290,0,2003,Seat,Leon Cupra R,,,,,,,,,Spain,,183,248,1324,138.2175227,FF,MT,,5,L,101Creative,PAtreon,,,,,,,,,,,
1291,0,1980,Skoda,105 L (742),,,,,,,,,Czechoslovakia,,39,64,855,45.61403509,RR,MT,,4,L,TTÆtom; Fuzo; No107064,link,,,,,,,,,,,
1292,0,1985,Skoda,105 L (742M),,,,,,,,,Czechoslovakia,,39,64,863,45.19119351,RR,MT,,4,L,TTÆtom; Fuzo; No107064,link,,,,,,,,,,,
1293,0,1976,Skoda,120 LS (742),,,,,,,,,Czechoslovakia,,48,74,855,56.14035088,RR,MT,,4,L,TTÆtom; Fuzo; No107064,link,,,,,,,,,,,
1294,0,1982,Skoda,120 GLS (742),,,,,,,,,Czechoslovakia,,48,74,898,53.45211581,RR,MT,,4,L,TTÆtom; Fuzo; No107064,link,,,,,,,,,,,
1295,0,1983,Skoda,125 L (742M),,,,,,,,,Czechoslovakia,,43,71,890,48.31460674,RR,MT,,4,L,TTÆtom; Fuzo; No107064,link,,,,,,,,,,,
1296,0,1985,Skoda,136 GL (742M),,,,,,,,,Czechoslovakia,,55,89,890,61.79775281,RR,MT,,4,L,TTÆtom; Fuzo; No107064,link,,,,,,,,,,,
1297,0,1985,Skoda,130 GL (742M),,,,,,,,,Czechoslovakia,,51,84,890,57.30337079,RR,MT,,4,L,TTÆtom; Fuzo; No107064,link,,,,,,,,,,,
1298,0,1985,Skoda,135 L (742M),,,,,,,,,Czechoslovakia,,51,83,885,57.62711864,RR,MT,,2,L,TTÆtom; Fuzo; No107064,link,,,,,,,,,,,
1299,0,1982,Skoda,120 Garde (743),,,,,,,,,Czechoslovakia,,48,74,915,52.45901639,RR,MT,,2,L,TTÆtom; Fuzo; No107064,link,,,,,,,,,,,
1300,0,1985,Skoda,120 Rapid (743M),,,,,,,,,Czechoslovakia,,48,74,890,53.93258427,RR,MT,,2,L,TTÆtom; Fuzo; No107064,link,,,,,,,,,,,
1301,0,1989,Skoda,135 Rapid (747M),,,,,,,,,Czechoslovakia,,51,83,890,57.30337079,RR,MT,,2,L,TTÆtom; Fuzo; No107064,link,,,,,,,,,,,
1302,0,1989,Skoda,136 Rapid (747M),,,,,,,,,Czechoslovakia,,55,89,890,61.79775281,RR,MT,,2,L,TTÆtom; Fuzo; No107064,link,,,,,,,,,,,
1303,0,2014,Skoda,Octavia Combi VRS,,,,,,,,,Czech Republic,,217,285,1495,145.1505017,FF,AT,,4,L,Javier Garcia Jimenez,,,,,,,,,,,,
1304,0,2010,SSC,Ultimate Aero,,,,,,,,,USA,,1120,1304,1135,986.784141,MR,MT,,2,L,101Creative,PAtreon,,,,,,,,,,,
1305,0,1958,Subaru,360,1:31.040,2,,,,,,,Japan,"$10,907.32 ",28,38,470,59.57446809,RR,MT,3,2,R,なんだこぱんだ,youtub,physics fabricated using other cars data but still enjoyable,,,,,,,,,,
1306,0,1992,Subaru,Legacy RS (BC),,,,,,,,,Japan,"$37,606.27 ",181,161,1377,131.4451707,F4,MT,,4,R,Wack,link,,,,,,,,,,,
1307,0,1999,Subaru,Legacy B4 RSK (BE),1:14.330,-1,,,,,,,Japan,"$38,806.80 ",221,274,1460,151.369863,F4,MT,,4,R,Subaru,irl,,,,,,,,,,,
1308,0,2004,Subaru,Legacy 3.0R Spec B (BL),,,,,,,,,Japan,"$46,624.32 ",213,258,1610,132.2981366,F4,MT,,5,R,B_SK,PAtreon,,,,,,,,,,,
1309,0,2008,Subaru,Legacy STi S402 (BL),1:09.784,0,,,,,,,Japan,"$76,520.94 ",236,330,1490,158.3892617,F4,MT,,5,R,Subaru,irl,,,,,,,,,,,
1507,0,2009,Subaru,Subaru Forester (SH),,,,,,,,,Japan,"$28,223.80 ",146,191,1470,99.31972789,F4,MT,,5,R,takeyoh,youtub,weight changed to 1470,,,,,,,,,,
1310,135,1991,Subaru,SVX,1:14.50,0,,,,,,,Japan,"$53,047.63 ",165,234,1620,101.8518519,F4,AT,,2,R,Subaru,irl,,,,,,,,,,,
1311,135,1996,Subaru,Alcyone SVX,1:12.146,0,,,,,,,Japan,"$53,047.63 ",194,258,1590,122.0125786,F4,AT,2.5,2,L,Izzu + Tombs,link,"only if u rly want an svx, too much power",,,,,,,,,,
1312,136,1998,Subaru,Impreza WRX STi 22B (GC8),1:09.530,0,,,,,,,Japan,"$66,411.91 ",218,284,1245,175.1004016,F4,MT,,2,R,Subaru,irl,,,,,,,,,,,
1313,136,1998,Subaru,Impreza WRX STi 22B (GC8),1:08.584,0,SM,1:07.011,0,,,,Japan,"$66,411.91 ",239,314,1270,188.1889764,F4,MT,4,2,R,Esprit3095,link,,,,,,,,,,,
1314,137,1999,Subaru,Impreza STi Type RA (GC8),1:06.51,0,,,,,,,Japan,"$53,335.64 ",220,290,1200,183.3333333,F4,MT,,4,R,Subaru,irl,,,,,,,,,,,
1315,137,1998,Subaru,Impreza WRX STi (GC8),1:08.592,0,SM,1:06.682,1,,,,Japan,"$53,335.64 ",224,298,1260,177.7777778,F4,MT,4,2,R,Subetin & Me9u ,link,tires feel a little too grippy,,,,,,,,,,
1316,137,2000,Subaru,Impreza WRX STi Type R (GC8),1:10.836,0,,,,,,,Japan,"$53,335.64 ",211,309,1260,167.4603175,F4,MT,2.5,2,R,RemcoJZA80 & abbo90,link,,,,,,,,,,,
1317,0,2002,Subaru,Impreza WRX (GG),,,,,,,,,Japan (USDM),"$38,220.95 ",190,248,1403,135.4240912,F4,MT,,5,L,Stereo + aphidgod,link,,,,,,,,,,,
1318,0,2003,Subaru,Impreza WRX (GDA),1:10.680,0,,,,,,,Japan,"$31,923.72 ",205,276,1360,150.7352941,F4,MT,,4,R,Subaru,irl,,,,,,,,,,,
1319,0,2007,Subaru,Impreza WRX (GDB),,,,,,,,,Japan (USDM),"$36,161.72 ",204,287,1400,145.7142857,F4,MT,,4,L,ACTK,link,,,,,,,,,,,
1320,138,2005,Subaru,Impreza WRX STI (GDB),1:05.61,0,,,,,,,Japan,"$47,631.12 ",235,336,1390,169.0647482,F4,MT,,4,R,Subaru,irl,,,,,,,,,,,
1321,138,2007,Subaru,Impreza WRX STi (GDB),1:09.825,0,SM,1:08.837,0,HR,1:07.041,0,Japan (USDM),"$48,159.16 ",270,350,1450,186.2068966,F4,MT,3.5,4,L,Binary Motors,link,"hp slighlty optimistic, weird ffb, weird tire physics, good sound and vis model",,,,,,,,,,
1322,0,2006,Subaru,Impreza STI Type RA-R (GD),1:05.05,0,,,,,,,Japan,"$53,611.47 ",270,367,1390,194.2446043,F4,MT,,4,R,Subaru,irl,,,,,,,,,,,
1323,139,2006,Subaru,Impreza S204,1:04.90,0,,,,,,,Japan,"$60,180.26 ",274,370,1450,188.9655172,F4,MT,,4,R,Subaru,irl,,,,,,,,,,,
1324,139,2006,Subaru,Impreza S204 (GDB),1:08.245,0,SM,1:06.323,0,,,,Japan,"$60,180.26 ",278,376,1480,187.8378378,F4,MT,4,4,R,101Creative,Patreon,"feels a little too tail happy but maybe thats an s204 thing, i have no idea how the pro drivers get these super fast times in awd jdm cars irl",,,,,,,,,,
1325,0,2007,Subaru,Impreza S-GT,1:12.140,0,,,,,,,Japan,"$28,986.58 ",212,275,1360,155.8823529,F4,MT,,5,R,Subaru,irl,,,,,,,,,,,
1505,167,2009,Subaru,Impreza WRX STi Spec C (GRB),1:05.882,0,,,,,,,Japan,"$48,905.34 ",241,361,1457,165.4083734,F4,MT,,5,R,Subaru,irl,,,,,,,,,,,
1506,167,2009,Subaru,Impreza WRX STi Spec C (GRB),,,,,,,,,Japan,"$48,905.34 ",273,375,1480,184.4594595,F4,MT,,5,R,MaidBoy,link,,,,,,,,,,,
1326,140,2009,Subaru,Impreza WRX STi (GRB),1:05.670,0,,,,,,,Japan,"$42,368.32 ",241,361,1530,157.5163399,F4,MT,,5,R,Subaru,irl,,,,,,,,,,,
1327,140,2008,Subaru,Impreza WRX STi (GRB),1:08.852,0,SM,1:06.796,0,,,,Japan,"$42,368.32 ",255,350,1480,172.2972973,F4,MT,3.5,5,R,ACWorkshop (Rider Corsa),link,,,,,,,,,,,
1328,0,2010,Subaru,Impreza WRX STi (GVB),1:08.814,0,,,,,,,Japan,"$50,168.19 ",241,361,1549,155.5842479,F4,MT,,4,R,Subaru,irl,,,,,,,,,,,
1329,0,2012,Subaru,Impreza WRX STi S206 (GVB),,,,,,,,,Japan,"$97,504.24 ",292,392,1470,198.6394558,F4,MT,,4,R,Assettogarage,link,high hp/tq,,,,,,,,,,
1330,141,2015,Subaru,WRX STi (VA),1:06.618,0,,,,,,,Japan,"$44,621.06 ",246,341,1495,164.548495,F4,MT,,4,R,Subaru,irl,,,,,,,,,,,
1331,141,2016,Subaru,WRX Sti Type S (VA),1:06.640,0,AD08R,1:03.330,3,SM,1:05.148,0,Japan,"$48,434.78 ",280,373,1450,193.1034483,F4,MT,4.5,4,R,"Bruce Kelt,Megmin,Subetin",link,"optimistic power, very realistic dccd experience, ad08r not in the realm of stock performance but other two tires are ",,,,,,,,,,
1332,0,2022,Subaru,WRX (VB),,,,,,,,,Japan,"$31,625.00 ",236,305,1494,157.9651941,F4,MT,,4,L,?,link,,,,,,,,,,,
1333,166,2012,Subaru,BRZ,1:10.59,0,,,,,,,Japan,"$33,448.07 ",165,176,1250,132,FR,MT,,2,R,Subaru,irl,,,,,,,,,,,
1334,166,2015,Subaru,BRZ,,,,,,,,,Japan,"$33,448.07 ",168,184,1250,134.4,FR,MT,,2,R,おさつべい,link,,,,,,,,,,,
1335,0,2021,Subaru,BRZ,,,,,,,,,Japan,"$32,115.00 ",206,238,1240,166.1290323,FR,MT,,2,R,Kilin&Aruson,link,,,,,,,,,,,
1336,142,1992,Suzuki,Cappuccino,1:17.40,0,,,,,,,Japan,"$23,206.19 ",59,94,700,84.28571429,FR,MT,,2,R,Suzuki,irl,,,,,,,,,,,
1337,142,1995,Suzuki,Cappuccino,1:16.994,0,ST,1:16.020,1,SM,1:15.213,1,Japan,"$23,206.19 ",63,82,690,91.30434783,FR,MT,4,2,R,Esprit3095,link,,,,,,,,,,,
1338,0,1991,Suzuki,Alto Works,1:12.030,-1,,,,,,,Japan,"$16,489.52 ",54,72,640,84.375,FF,MT,,3,R,Suzuki,irl,,,,,,,,,,,
1339,0,1989,Suzuki,Cultus GTi,1:20.460,-1,,,,,,,Japan,"$25,491.92 ",96,94,810,118.5185185,FF,MT,,5,R,Suzuki,irl,,,,,,,,,,,
1340,0,2003,Suzuki,Ignis Sport,1:14.850,0,,,,,,,Japan,"$19,755.84 ",92,119,910,101.0989011,FF,MT,,3,R,Suzuki,irl,,,,,,,,,,,
1341,0,2003,Suzuki,Swift Sport (HT81S),,,,,,,,,Japan,"$16,038.81 ",101,135,1025,98.53658537,FF,MT,,3,R,Nix Dektara,link,,,,,,,,,,,
1342,143,2006,Suzuki,Swift Sport,1:16.59,0,,,,,,,Japan,"$22,027.86 ",106,126,1093,96.98078683,FF,MT,,5,R,Suzuki,irl,,,,,,,,,,,
1343,143,2007,Suzuki,Swift Sport,1:15.821,0,SM,1:14.821,1,,,,Japan,"$22,027.86 ",99,122,1060,93.39622642,FF,MT,4,5,L,Esprit3095,link,,,,,,,,,,,
1344,0,2002,Suzuki,Liana,,,,,,,,,Japan,"$18,291.40 ",93,139,1105,84.16289593,FF,MT,,4,R,Binary Motors,irl,,,,,,,,,,,
1345,0,2019,Suzuki,Jimny Sierra,,,,,,,,,Japan,"$14,184.31 ",83,110,1165,71.24463519,F4,MT,,3,R,ASKHD11,PAtreon,,,,,,,,,,,
1346,0,2013,Tata,Nano,,,,,,,,,India,"$2,990.40 ",28,38,470,59.57446809,RR,MT,,5,R,ASKHD11,link,,,,,,,,,,,
1347,0,2011,Tesla,Roadster Sport,1:06.933,0,SM,1:05.833,0,,,,USA,"$175,078.67 ",290,400,1237,234.4381568,MR,AT,4,2,L,DanielDi,link,makes me curious to drive a gen 1 roadster,,,,,,,,,,
1348,0,2019,Tesla,Model 3 SR+ RWD,1:08.567,0,SM,1:06.103,1,,,,USA,"$43,990.00 ",285,389,1608,177.238806,MR,AT,3.5,2,L,MPP,RD,electric torque curve modeled by kers ratehr than regular power.lut it seems,,,,,,,,,,
1349,0,2019,Tesla,Model 3 Performance,1:07.013,0,SM,1:04.752,0,,,,USA,"$53,990.00 ",475,650,1847,257.1737953,M4,AT,3.5,2,L,MPP,RD,electric torque curve modeled by kers ratehr than regular power.lut it seems,,,,,,,,,,
1350,0,2022,Tesla,Model X Plaid,0:59.980,1,,,,,,,USA,"$119,990.00 ",1097,1100,2455,446.8431772,M4,AT,4,5,L,Binary Motors,PAtreon,cant tell if this is accurate bc nothing similar has been around tsukuba irl but the tires completely giving up after 2 laps was hilariously realistic,,,,,,,,,,
1351,0,1965,Toyota,Sports 800,,,,,,,,,Japan,,47,68,580,81.03448276,FR,MT,,2,R,なんだこぱんだ,youtube,,,,,,,,,,,
1352,0,1967,Toyota,2000GT,,,,,,,,,Japan,"$62,568.73 ",150,177,1125,133.3333333,FR,MT,,2,R,DaWeedz,link,,,,,,,,,,,
1353,0,1968,Toyota,2000GT,,,,,,,,,Japan,"$62,568.73 ",163,201,1120,145.5357143,FR,MT,,2,R,Binary Motors,PAtreon,,,,,,,,,,,
1354,0,1983,Toyota,Sprinter Trueno Apex (AE86),,,,,,,,,Japan,,113,126,925,122.1621622,FR,MT,,3,R,Kunos,AC (JP),,,,,,,,,,,
1355,0,1983,Toyota,Sprinter Trueno Apex (AE86),,,,,,,,,Japan,,110,127,925,118.9189189,FR,MT,,3,R,Settings,link,,,,,,,,,,,
1356,0,1983,Toyota,Corolla Levin 1600GT Apex (AE86),,,,,,,,,Japan,,108,127,940,114.893617,FR,MT,,3,R,Esprit3096,link,,,,,,,,,,,
1357,0,1984,Toyota,Corolla (AE82),,,,,,,,,Japan (USDM),,134,147,850,157.6470588,FF,MT,,3,L,MRN,link,,,,,,,,,,,
1358,0,1992,Toyota,Corolla Levin GT Apex Kouki (AE92),,,,,,,,,Japan,"$26,740.75 ",138,150,1030,133.9805825,FF,MT,,2,R,Nix Dektara,link,,,,,,,,,,,
1359,0,1991,Toyota,Corolla Levin GT-Z (AE101),1:15.170,0,,,,,,,Japan,"$36,431.88 ",143,175,1150,124.3478261,FF,MT,,2,R,Toyota,irl,,,,,,,,,,,
1360,0,1995,Toyota,Corolla Levin BZ-V (AE111),1:11.73,0,,,,,,,Japan,"$32,622.49 ",138,151,1040,132.6923077,FF,MT,,2,R,Toyota,irl,,,,,,,,,,,
1361,0,1986,Toyota,Celica 2.0 GT,,,,,,,,,Japan,,147,180,1161,126.6149871,FF,MT,,2,L,Jake Grafton,link,,,,,,,,,,,
1362,144,1991,Toyota,Celica GT-Four RC (ST185),1:11.920,0,,,,,,,Japan,"$53,883.95 ",195,255,1460,133.5616438,F4,MT,,2,R,Toyota,irl,,,,,,,,,,,
1363,144,1990,Toyota,Celica GT-Four RC (ST185),1:13.147,0,,,,,,,Japan,"$53,883.95 ",204,218,1430,142.6573427,F4,MT,2.5,2,R,?,link,,,,,,,,,,,
1364,0,1994,Toyota,Celifca GT-Four (ST205),,,,,,,,,Japan,"$60,968.19 ",211,251,1795,117.5487465,F4,MT,,2,R,Kenneth Yip / Updated Dani Kiss,link,,,,,,,,,,,
1365,0,2005,Toyota,Celica GT-S,,,,,,,,,Japan,"$37,131.37 ",168,163,1135,148.0176211,FF,MT,,2,R,ReWolf,link,,,,,,,,,,,
1366,145,2012,Toyota,GT86,1:09.780,0,,,,,,,Japan,"$38,349.90 ",165,176,1250,132,FR,MT,,2,R,Toyota,irl,,,,,,,,,,,
1367,145,2015,Toyota,GT86,1:11.086,0,ECO,1:14.042,0,SM,1:10.157,0,Japan,"$37,148.84 ",168,184,1250,134.4,FR,MT,3.5,2,R,Kunos,AC,"primacy/eco tire seems about right in my experience, car is a little numb compared to irl counterpart",,,,,,,,,,
1368,145,2016,Toyota,86 GT Kouki,1:09.874,0,ST,1:08.591,2,,,,Japan,"$34,435.56 ",177,190,1240,142.7419355,FR,MT,3,2,R,Kilin&Aruson,link,tires and physics are weird,,,,,,,,,,
1369,146,2021,Toyota,GR86,1:07.86,0,,,,,,,Japan,"$31,000.00 ",216,239,1276,169.2789969,FR,MT,,2,R,Toyota,irl,,,,,,,,,,,
1370,146,2021,Toyota,GR86,1:07.038,0,,,,,,,Japan,"$31,000.00 ",206,238,1270,162.2047244,FR,MT,4.5,2,R,Kilin&Aruson,link,"blast to drive with only issue being ties feeling a little too grippy, making me really want to drive one in real life",,,,,,,,,,
1371,0,2009,Toyota,IQ 1.0 VVT-i,1:23.124,0,,,,,,,Japan,"$24,951.83 ",58,81,908,63.87665198,FF,MT,,3,R,Toyota,irl,,,,,,,,,,,
1372,0,1989,Toyota,Starlet GT Turbo,1:16.240,0,,,,,,,Japan,"$22,481.92 ",113,133,890,126.9662921,FF,MT,,3,R,Toyota,irl,,,,,,,,,,,
1373,0,2007,Toyota,Vitz RS 1.5,,,,,,,,,Japan,"$20,769.33 ",96,125,1060,90.56603774,FF,MT,,5,R,101Creative,Patreon,,,,,,,,,,,
1374,0,2007,Toyota,Vitz RS TRD Turbo M,,,,,,,,,Japan,,134,175,1030,130.0970874,FF,MT,,5,R,101Creative,Patreon,,,,,,,,,,,
1375,0,2020,Toyota,Yaris 1.5 (MK4),1:14.54,0,,,,,,,Japan,"$14,563.51 ",103,126,1000,103,FF,MT,,5,R,Toyota,irl,,,,,,,,,,,
1376,147,2020,Toyota,GR Yaris,1:06.220,0,SM,1:04.810,0,,,,Japan,"$33,779.03 ",242,319,1292,187.3065015,F4,MT,,3,R,Toyota,irl,,,,,,,,,,,
